date,portfolio_values_0,portfolio_values_25,portfolio_values_50,portfolio_values_75,portfolio_values_100,a2c_mean,a2c_sd
2020-06-22,1053144.0168868229,1059168.3739367963,1082868.958632016,1070570.0277636815,1073103.5838823365,1067770.9922203308,10508.788439342197
2020-06-23,1055104.6659901016,1061762.5981834056,1085260.5456350727,1072805.0191578807,1075578.6196195246,1070102.289717197,10597.611338776362
2020-06-24,1057400.1250210137,1063490.8202242614,1087456.6188883998,1074805.0504802552,1078175.9372977242,1072265.7103823307,10678.268183417349
2020-06-25,1052098.4742674103,1057556.683257677,1082000.874335744,1069951.6965098171,1070277.0504265337,1066376.9557594364,10523.959162285522
2020-06-26,1054378.137227915,1060434.9047397643,1085018.5478768344,1072238.3117946014,1073184.6683870708,1069050.9140052372,10693.350788543234
2020-06-29,1051802.5429601062,1058411.3722722682,1082923.451329753,1069759.0734164915,1070635.784936599,1066706.4449830435,10758.104614279275
2020-06-30,1053153.5796720374,1059949.3331906365,1084365.131335688,1071063.8592682872,1072862.846084512,1068278.9499102323,10823.053142802903
2020-07-01,1054944.192918081,1061903.317688405,1086139.4024868356,1072765.029646807,1073832.322855057,1069916.8531190373,10723.911827024445
2020-07-02,1056227.4219879247,1062732.5527666574,1087263.3529456148,1073676.811503949,1074637.7076988835,1070907.569380606,10690.480942836717
2020-07-06,1057695.413990361,1064202.8121829568,1088907.1173918338,1075264.6102983626,1076569.5558659628,1072527.9019458955,10783.44152998092
2020-07-07,1061370.4561389084,1068246.8495108788,1092830.1705915146,1079086.7067321136,1081239.3470505627,1076554.7060047956,10888.79755012076
2020-07-08,1062706.266420744,1070287.4684653468,1094839.309140319,1080674.3089570925,1082901.477548133,1078281.7661063273,11024.72867374958
2020-07-09,1065153.912315612,1073135.9560378103,1097365.339639867,1083327.5665137528,1085399.1632508305,1080876.3875515745,11004.179450237436
2020-07-10,1066340.2313092595,1073604.614761225,1099132.137297578,1084697.779771069,1086606.4366336928,1082076.239954565,11293.265149088229
2020-07-13,1067324.656690533,1074237.6444286746,1100495.1389772922,1085837.1330712638,1087410.232287512,1083060.961091055,11454.746112276045
2020-07-14,1065956.522843961,1072216.5067097526,1098885.9046727135,1083858.8271078072,1085539.368627041,1081291.4259922549,11416.791665833041
2020-07-15,1070216.0918854622,1076225.0624045648,1103106.976560175,1088199.906078778,1089398.134927733,1085429.2343713425,11420.051209354897
2020-07-16,1072284.436286374,1078151.3940721273,1104993.9007826713,1090200.9244379825,1090797.4011418154,1087285.611344194,11339.174671404098
2020-07-17,1069494.199890083,1075503.9198653218,1102475.316280091,1087727.7313023603,1088491.091660017,1084738.4517995748,11447.954016267993
2020-07-20,1072151.9499087168,1077686.5186675664,1104989.8293413986,1090401.8405741649,1091057.754608394,1087257.5786200482,11476.459765990005
2020-07-21,1074733.3886548856,1080140.5960138468,1107429.174824235,1093079.2090825909,1093764.3897018272,1089829.3516554772,11467.867788676225
2020-07-22,1079087.080035851,1084188.7831108482,1111913.5327667077,1098093.9016015022,1097764.2869464452,1094209.5168922707,11578.084597930918
2020-07-23,1083439.0039619794,1088446.8528093777,1116792.3057766715,1102625.2200316538,1102081.2376627154,1098676.9240484796,11766.001985658468
2020-07-24,1084987.101955262,1090272.2260442793,1119703.7534135105,1105126.7290349673,1104104.4894101135,1100838.8599716264,12230.015094605951
2020-07-27,1087395.7169485297,1091554.4192853395,1122281.4608467368,1107164.9212641884,1106108.3061300784,1102900.9648949746,12435.664808971726
2020-07-28,1093833.8146257754,1097524.6597761642,1128720.8565087025,1113014.2279153964,1112218.7487247402,1109062.4615101558,12466.464257386458
2020-07-29,1095786.8706133806,1099698.2947365658,1131807.4735630848,1115187.2176594324,1113756.4549903811,1111247.2623125692,12782.3624284356
2020-07-30,1100445.391406378,1103945.2541702928,1135838.9891626216,1118757.8331083115,1117891.1563860478,1115375.7248467305,12570.455481875573
2020-07-31,1099968.1782434268,1103272.472843358,1135493.884373409,1118249.9404711889,1117571.9877009818,1114911.292726473,12654.072420688975
2020-08-03,1100051.3996083394,1104801.058905854,1136617.8360490794,1118977.683802965,1118993.0430547127,1115888.20428419,12826.782258830055
2020-08-04,1100178.5324146089,1105867.432374683,1136860.1200340742,1119746.36937765,1119337.7957989404,1116398.0499999914,12747.676779475863
2020-08-05,1107885.1293838995,1112916.3285309216,1144948.7771398558,1127770.8861458933,1127550.5436817766,1124214.3329764693,13022.936239580906
2020-08-06,1109380.198163624,1114209.2428548683,1145701.8697581985,1129520.093727023,1129207.30821048,1125603.7425428387,12847.538480558535
2020-08-07,1114776.523530854,1119108.7258398398,1151713.0651949593,1135749.65922947,1135208.3263537828,1131311.2600297811,13216.80384308551
2020-08-10,1108929.717679641,1113366.242400629,1145577.393185628,1129889.1474771465,1129101.6240074004,1125372.824950089,13092.436674563123
2020-08-11,1107785.6648988845,1112057.712110123,1143938.8999084225,1128441.7419233816,1127791.2985849758,1124003.0634851574,12939.749624499855
2020-08-12,1091075.759610419,1092137.5662762474,1125988.7163414925,1109641.0575130214,1109572.8343934456,1105683.186826925,12961.245259735151
2020-08-13,1091294.296766908,1091612.8434643492,1125224.0592562666,1108727.1723616233,1108640.472698606,1105099.7689095507,12674.146283916494
2020-08-14,1093282.9045177745,1093633.1366339626,1127349.1032774055,1110356.3988185632,1110528.8842661104,1107030.085502763,12685.674285703462
2020-08-17,1092158.7059838038,1092435.4414488685,1126077.9599659976,1109365.0465655136,1109362.317939601,1105879.8943807571,12659.065831586733
2020-08-18,1099177.3326354076,1098957.9468904673,1133331.814850672,1116159.4007987785,1116532.409739682,1112831.7809830017,12837.02712868545
2020-08-19,1103953.5013922537,1104040.993600092,1138764.7770370925,1121175.4075961653,1121915.1262217674,1117969.9611694743,13028.744093639389
2020-08-20,1093649.4621601405,1094482.3500977808,1127836.9429291962,1110871.5047846667,1110916.879167107,1107551.4278277783,12632.630278637927
2020-08-21,1098084.427969951,1098912.6027162713,1132665.7031080276,1115473.345834439,1115529.891810269,1112133.1942877914,12778.340748478191
2020-08-24,1098284.9305829804,1099656.8073733014,1132324.384159633,1115707.7244573927,1115967.0911653317,1112388.1875477277,12508.155019080466
2020-08-25,1098130.0492338138,1099233.3055180963,1132423.577234557,1116532.7877515266,1116228.396856778,1112509.6233189544,12724.884710277736
2020-08-26,1096893.0897855065,1097696.039791052,1130525.1812494632,1114646.4127037146,1114893.6903011806,1110930.8827661832,12535.280129879111
2020-08-27,1101514.2785047651,1102173.099603392,1135163.0990605247,1119254.094870106,1118918.278411312,1115404.5700900198,12534.56394008024
2020-08-28,1094259.612332692,1094975.8729146677,1127110.1340153257,1111766.4245713884,1111464.4000810245,1107915.2887830196,12245.615572019695
2020-08-31,1101225.302902675,1103933.9901718406,1134538.2577368116,1119369.8737565356,1119457.4822477296,1115704.9813631184,12086.54061388298
2020-09-01,1101052.8480093726,1103906.388561134,1134671.6357161363,1119518.9640961238,1119213.6178975392,1115672.6908560614,12169.449967060527
2020-09-02,1105614.1418886215,1108698.9133893372,1139953.509742929,1124560.6046817156,1124223.7828381076,1120610.190508142,12406.351740046857
2020-09-03,1107534.7083809942,1112281.895314354,1141716.399130039,1126606.5522485003,1126640.9607116987,1122956.1031571173,12088.099839672917
