Date,portfolio_values,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
2024-09-12,101296.53084629761,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-13,101922.2188655202,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-16,102553.37083683978,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-17,102870.89404885416,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-18,102325.21415910091,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-19,101687.76120360957,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-20,102404.97431746605,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-23,102351.03111515372,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-24,102490.00744131237,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-25,102951.86482780181,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-26,102398.11348798146,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-27,102710.05289326336,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-30,103048.55975415105,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-01,102537.59975897087,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-02,102789.87918566092,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-03,102078.40475412474,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-04,101692.78650800094,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-07,101236.93293907562,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-08,100849.88601541397,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-09,100912.67328003356,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-10,100620.32185085685,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-11,100780.44009974966,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-14,101019.35089398416,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-15,101097.56440742308,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-16,101378.10245955564,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-17,101648.08483919123,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-18,101309.20312723148,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-21,101834.56308257523,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-22,101116.33871816516,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-23,101358.99688908012,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-24,100496.55100269818,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-25,101029.70226774453,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-28,100860.6053051979,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-29,100721.49237403958,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-30,101037.35343297264,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-10-31,101190.90585324982,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-01,100570.84589067867,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-04,100041.4994185638,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-05,100552.38040404463,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-06,101170.77969602578,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-07,99824.2630663187,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-08,101019.2249690728,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-11,101320.2022043482,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-12,100425.75691854914,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-13,99604.17738275115,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-14,98974.72660364636,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-15,98765.07926534614,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-18,98674.08059632264,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-19,99246.93676078989,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-20,99665.64049440861,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-21,99617.85527124302,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-22,100078.30658461024,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-25,100446.18651162696,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-26,100568.05639010826,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-27,100818.29114828924,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-11-29,101306.85346212248,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-02,102184.36359615988,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-03,102088.59890231426,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-04,101927.43931433027,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-05,102255.19261668176,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-06,102150.71606947354,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-09,102267.29801349336,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-10,101954.14934994228,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-11,101973.62151857013,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-12,102051.07449783331,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-13,101231.36427261187,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-16,100486.14344617397,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-17,100662.39086185132,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-18,100624.18104022206,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-19,98889.00285275267,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-20,98119.68058134353,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-23,98968.83774940844,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-24,98652.02311080828,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-26,99045.98604214759,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-27,99086.76540943781,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-12-30,98478.16595980573,-0.51%,9.97%,-0.35,-0.22874370712909076
