Date,portfolio_values,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
2024-10-08,1041434.1891779759,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-09,1043491.4785403415,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-10,1042587.5892152191,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-11,1042440.1323423068,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-14,1045440.1705909387,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-15,1046801.081540082,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-16,1047494.5657951396,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-17,1049685.6442254682,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-18,1047620.6020594987,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-21,1050331.2021376058,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-22,1044868.301416108,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-23,1045309.7035245622,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-24,1039630.6057656836,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-25,1043094.3975222654,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-28,1042264.2485966618,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-29,1043106.3287989044,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-30,1045178.973469365,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-31,1044562.6767366333,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-01,1038328.7064184658,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-04,1036980.7727948823,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-05,1040046.2525940589,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-06,1045716.2630503256,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-07,1045780.237442828,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-08,1052975.2854637487,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-11,1054551.309368901,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-12,1051855.5186823911,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-13,1045456.6448307595,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-14,1042073.3809665866,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-15,1039078.631397658,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-18,1035168.0521519326,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-19,1038913.4039911412,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-20,1041926.8760045181,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-21,1041365.2781258693,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-22,1043955.6491195032,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-25,1046576.3924923565,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-26,1050645.391205188,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-27,1051017.4151873358,1.24%,7.56%,-0.23,-0.1693277893517734
2024-11-29,1053606.212767221,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-02,1058744.9828140514,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-03,1058850.8991823518,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-04,1057715.3552669594,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-05,1061225.562212327,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-06,1060055.7970949404,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-09,1062208.743654906,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-10,1059473.7789939593,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-11,1058776.043017028,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-12,1060394.8707018285,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-13,1054586.799337282,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-16,1051276.0581935698,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-17,1054235.798957646,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-18,1052814.0069630374,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-19,1037249.606653389,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-20,1032998.7898578695,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-23,1038722.7634887267,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-24,1037386.5016596778,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-26,1040915.434101415,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-27,1042234.994909211,1.24%,7.56%,-0.23,-0.1693277893517734
2024-12-30,1037531.9996060124,1.24%,7.56%,-0.23,-0.1693277893517734
